phecode	cases	controls	p_value	neg_log_p_value	standard_error	beta	conf_int_1	conf_int_2	odds_ratio	log10_odds_ratio	converged	phecode_sex_restriction	phecode_string	phecode_category
RE_460	542	699	7.42136963917178e-9	8.129515936790721	0.122	0.7076136685225934	0.468	0.948	2.0291432680383723	0.30731271155867906	True	Both	Respiratory infection	Respiratory
MS_706	72	1330	0.2192112975564079	0.659137067249841	0.247	0.302897066647107	-0.18	0.786	1.3537751086592351	0.1315465246295201	True	Both	Inflammatory spondylopathies	Muscloskeletal
EM_256.6	54	1344	0.08293220337384415	1.0812767959659224	0.305	-0.5287418537308393	-1.126	0.069	0.5893459868812317	-0.2296296694265998	True	Both	Fluid overload	Endocrine/Metab
RE_463.21	77	1292	0.00011016415484511579	3.957959693010033	0.244	0.944034697607059	0.466	1.423	2.570331033976737	0.4099890598959507	True	Both	Seasonal allergic rhinitis	Respiratory
MB_284.2	121	1242	0.0009983932869039984	3.000698347804231	0.194	0.6368700305062971	0.258	1.016	1.8905542319585023	0.2765891399384405	True	Both	Suicide and self-inflicted harm	Mental
ID_061	52	1324	0.0611571197059538	1.2135529765832385	0.285	0.5331297618033103	-0.025	1.091	1.7042578916204167	0.2315353136895727	True	Both	Influenza virus	Infections
MB_308	140	1212	0.000447656423270643	3.3490551795816983	0.181	0.6340305506008835	0.28	0.988	1.8851936554331263	0.2753559694840442	True	Both	Symptoms related to mental disorders	Mental
CV_401.1	617	725	0.2281953130505412	0.6416932798879651	0.125	0.1503032154528601	-0.094	0.395	1.162186582239033	0.06527585708349268	True	Both	Essential hypertension	Cardiovascular
MB_291	88	1298	0.03316999278103583	1.4792546229983543	0.223	0.47575470823311905	0.038	0.914	1.6092282371048208	0.20661764452513517	True	Both	Dissociative and somatoform disorders	Mental
DE_686	111	1264	0.3686678878494847	0.4333646891829517	0.207	-0.18615814360867738	-0.592	0.22	0.830142302901208	-0.08084745453060169	True	Both	Chronic ulcer of skin	Dermatological
SO_390	107	1250	0.004581195020737716	2.339021219983911	0.204	0.5793343296693104	0.179	0.98	1.7848499135814477	0.25160170255250086	True	Both	Disorders of external ear	Sense organs
EM_204.5	58	1351	0.4265109065509637	0.3700698587653028	0.281	-0.22325384621127983	-0.774	0.327	0.7999117689481507	-0.09695791347323604	True	Both	Prediabetes*	Endocrine/Metab
PP_926	67	660	0.00018516061212593056	3.7324513921446036	0.276	1.0330272768188271	0.491	1.575	2.809558284380814	0.4486380459779596	True	Female	Mental disorders complicating pregnancy, childbirth and the puerperium	Pregnancy
NS_329.41	51	1362	1.3713532922011175e-8	7.862850646532276	0.438	2.4877448818247694	1.629	3.347	12.034107163567363	1.0804138745595546	True	Both	Attention and concentration deficit	Neurological
ID_097.1	138	1225	0.5401361914901552	0.267496722111743	0.181	0.11111155210231949	-0.244	0.467	1.1175195615580569	0.04825513395374303	True	Both	Methicillin resistant Staphylococcus aureus	Infections
BI_164.1	245	1117	0.0380826799475827	1.4192724971180888	0.145	0.30074205892067973	0.017	0.585	1.3508608540886182	0.1306106166654738	True	Both	Microcytic anemia	Blood/Immune
MB_280.4	200	1149	0.000020664913524803177	4.6847664077439655	0.156	0.6625514640181756	0.358	0.968	1.9397351905041598	0.28774244480001454	True	Both	Sedative, hypnotic, or anxiolytic related disorders	Mental
EM_200.22	51	1373	0.0006314002089170337	3.1996952787448785	0.304	1.0396946431759866	0.443	1.636	2.8283532255182315	0.45153364639570137	True	Both	Uninodular goiter [single thyroid nodule]	Endocrine/Metab
DE_660.6	598	690	0.0007848712728370342	3.105201566287667	0.114	0.3837685945691902	0.16	0.608	1.467805744159007	0.16666858294916553	True	Both	Cellulitis and abscess	Dermatological
SO_363	77	1317	0.009502534445628463	2.0221605474529034	0.247	0.6404076193886705	0.156	1.124	1.8972540792565389	0.27812549526929753	True	Both	Disorders of lacrimal system	Sense organs
MB_287	240	1119	0.000418191679893216	3.3786246119114836	0.144	0.5078294948527466	0.226	0.79	1.661680591669569	0.2205475473622637	True	Both	Psychotic disorder	Mental
RE_468	319	1009	0.1159163281457351	0.9358553843631608	0.133	0.20860762299204555	-0.051	0.469	1.2319615103102968	0.09059713954839928	True	Both	Pneumonia	Respiratory
MS_719.1	164	1159	0.0015606014047366366	2.8067080065009047	0.171	0.5406991523307324	0.206	0.876	1.7172070318839407	0.23482265822700285	True	Both	Cramp and spasm	Muscloskeletal
CV_416.2	75	1332	0.2961030390120891	0.5285571352672095	0.265	-0.2771184571628253	-0.797	0.243	0.7579647054438517	-0.12035101677935767	True	Both	Atrial fibrillation and flutter	Cardiovascular
